cod_dep,depto,codigo,municipio,perdida_bruta_ha,ganancia_bruta_ha,balance_neto_cobertura_ha,tipo_unidad
20,Chiquimula,2007,Esquipulas,139.02439422,3.54920655,135.47518767,Municipio
20,Chiquimula,2008,Concepción Las Minas,23.0430196,53.52579996,-30.48278036,Municipio
20,Chiquimula,2009,Quezaltepeque,27.09628918,0.519449,26.57684018,Municipio
20,Chiquimula,2010,San Jacinto,0.08653949,0.08653815,1.3400000000024503e-06,Municipio
20,Chiquimula,2011,Ipala,5.45650079,61.851356,-56.39485521,Municipio
21,Jalapa,2101,Jalapa,389.46540355,143.36605391,246.09934964,Municipio
21,Jalapa,2102,San Pedro Pinula,251.54623593,3.89893485,247.64730108,Municipio
21,Jalapa,2103,San Luis Jilotepeque,302.94446915,12.58085555,290.36361359999995,Municipio
21,Jalapa,2104,San Manuel Chaparrón,18.58802907,1.0109301,17.57709897,Municipio
21,Jalapa,2105,San Carlos Alzatate,10.73987811,4.15680796,6.583070149999999,Municipio
21,Jalapa,2106,Monjas,9.7537771,0.08659786,9.66717924,Municipio
21,Jalapa,2107,Mataquescuintla,180.23547356,48.04949717,132.18597639,Municipio
22,Jutiapa,2201,Jutiapa,103.78875471,11.00790223,92.78085248,Municipio
22,Jutiapa,2202,El Progreso,0.0,0.0,0.0,Municipio
22,Jutiapa,2203,Santa Catarina Mita,22.20015444,9.7004254,12.499729039999998,Municipio
22,Jutiapa,2204,Agua Blanca,44.49706457,113.23905491,-68.74199034,Municipio
22,Jutiapa,2205,Asunción Mita,33.30873814,269.13034855,-235.82161041,Municipio
22,Jutiapa,2206,Yupiltepeque,0.0,0.0,0.0,Municipio
22,Jutiapa,2207,Atescatempa,0.0,1.91498372,-1.91498372,Municipio
22,Jutiapa,2208,Jerez,47.96464159,8.67998546,39.28465613,Municipio
22,Jutiapa,2209,El Adelanto,0.0,19.51226359,-19.51226359,Municipio
22,Jutiapa,2210,Zapotitlán,3.57393662,55.49089416,-51.916957540000006,Municipio
22,Jutiapa,2211,Comapa,21.26768561,161.81310608,-140.54542047,Municipio
22,Jutiapa,2212,Jalpatagua,392.91204245,222.45954004,170.45250241,Municipio
22,Jutiapa,2213,Conguaco,52.57615109,9.02561477,43.550536320000006,Municipio
22,Jutiapa,2214,Moyuta,351.33649689,184.03050419,167.3059927,Municipio
22,Jutiapa,2215,Pasaco,65.07542679,83.67599564,-18.60056885,Municipio
22,Jutiapa,2216,San José Acatempa,48.97624325,12.7543172,36.22192605000001,Municipio
22,Jutiapa,2217,Quesada,19.89275702,0.0,19.89275702,Municipio
